"","Id","Date","NearestStation","Year","Month","Week","SpeciesCULEX ERRATICUS","SpeciesCULEX PIPIENS","SpeciesCULEX PIPIENS/RESTUANS","SpeciesCULEX RESTUANS","SpeciesCULEX SALINARIUS","SpeciesCULEX TARSALIS","SpeciesCULEX TERRITANS","SpeciesUNSPECIFIED CULEX","Species","Trap","Latitude","Longitude","Station1DistKm","Station2DistKm","Tmax","Tmin","Tavg","AvgSpeed","WnvPresent"
"32",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T146",41.958271,-87.702575,19.5026460705565,19.6098698378421,64,47,56,7.6,"No"
"33",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T151",41.916265,-87.800515,14.039591516947,15.0486971713172,64,47,56,7.6,"No"
"34",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T149",41.994469,-87.667736,21.9462498176433,24.2344712979831,64,47,56,7.6,"No"
"35",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T150",42.006858,-87.675919,21.308020612636,25.3811680096319,64,47,56,7.6,"No"
"36",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T151",41.916265,-87.800515,14.039591516947,15.0486971713172,64,47,56,7.6,"No"
"37",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T141",41.961743,-87.76007,14.7818662969529,19.5750539217777,64,47,56,7.6,"No"
"38",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T009",41.981964,-87.812827,10.0486264538937,22.3895204981735,64,47,56,7.6,"No"
"39",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T011",41.944869,-87.832763,9.99845436366389,18.9101690877802,64,47,56,7.6,"No"
"40",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T016",42.011601,-87.811506,10.2187433118126,25.5932125916313,64,47,56,7.6,"No"
"41",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T220",41.963976,-87.69181,20.2558136026794,20.4307124960304,64,47,56,7.6,"No"
"42",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T025",41.979243,-87.750938,15.166172993523,21.5118924243507,64,47,56,7.6,"No"
"43",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T218",41.948167,-87.730698,17.5360959307637,18.1385147185795,64,47,56,7.6,"No"
"44",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T218",41.948167,-87.730698,17.5360959307637,18.1385147185795,64,47,56,7.6,"No"
"45",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T141",41.961743,-87.76007,14.7818662969529,19.5750539217777,64,47,56,7.6,"No"
"46",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T143",41.999129,-87.795585,11.3776737408646,23.9987416942197,64,47,56,7.6,"No"
"47",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T143",41.999129,-87.795585,11.3776737408646,23.9987416942197,64,47,56,7.6,"No"
"48",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T142",41.953067,-87.776792,13.7447496948767,18.7110212101271,64,47,56,7.6,"No"
"49",0,2007-06-05,1,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T142",41.953067,-87.776792,13.7447496948767,18.7110212101271,64,47,56,7.6,"No"
"50",0,2007-06-05,1,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T028",41.986921,-87.689778,20.1438432608027,22.9531511560862,64,47,56,7.6,"No"
"51",0,2007-06-05,2,"2007","06","22",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T096",41.731922,-87.677512,36.142510980176,8.63128135590894,63,51,57,8.1,"No"
"52",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T159",41.732984,-87.649642,37.4510016824517,10.3476683721793,63,51,57,8.1,"No"
"53",0,2007-06-05,2,"2007","06","22",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T045",41.9216,-87.666455,23.5290606570813,16.6783790388524,63,51,57,8.1,"No"
"54",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T054",41.921965,-87.632085,26.2030859238552,18.109271052868,63,51,57,8.1,"No"
"55",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T049",41.896282,-87.655232,25.488989623505,14.6668885444995,63,51,57,8.1,"No"
"56",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T050",41.919343,-87.694259,21.4831807775125,15.596706110193,63,51,57,8.1,"No"
"57",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T153",41.907645,-87.760886,17.2512015357307,13.5614935661725,63,51,57,8.1,"No"
"58",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T033",41.906638,-87.701431,21.5478152677973,14.0688671144351,63,51,57,8.1,"No"
"59",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T089",41.723195,-87.64997,38.2902105287103,10.9851105918488,63,51,57,8.1,"No"
"60",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T090",41.868077,-87.666901,26.1775055858302,11.5460234829149,63,51,57,8.1,"No"
"61",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T031",41.801498,-87.763416,25.7184572704456,1.96827295815214,63,51,57,8.1,"No"
"62",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T092",41.869216,-87.627561,28.9117514008834,13.8694725794248,63,51,57,8.1,"No"
"63",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,63,51,57,8.1,"No"
"64",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,63,51,57,8.1,"No"
"65",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T090",41.868077,-87.666901,26.1775055858302,11.5460234829149,63,51,57,8.1,"No"
"66",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T050",41.919343,-87.694259,21.4831807775125,15.596706110193,63,51,57,8.1,"No"
"67",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T019",41.94983,-87.698457,20.052014670039,18.7698317186556,63,51,57,8.1,"No"
"68",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T086",41.688324,-87.676709,40.2148248205613,12.5436306767541,63,51,57,8.1,"No"
"69",0,2007-06-05,2,"2007","06","22",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,63,51,57,8.1,"No"
"70",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T145",41.878114,-87.629798,28.2790732962786,14.4181919731646,63,51,57,8.1,"No"
"71",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T045",41.9216,-87.666455,23.5290606570813,16.6783790388524,63,51,57,8.1,"No"
"72",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T045",41.9216,-87.666455,23.5290606570813,16.6783790388524,63,51,57,8.1,"No"
"73",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T147",41.932094,-87.700117,20.5091532476875,16.8223782155168,63,51,57,8.1,"No"
"74",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T046",41.891118,-87.654491,25.7977182147396,14.2242419411088,63,51,57,8.1,"No"
"75",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T048",41.867108,-87.654224,27.1238472874446,12.1368897334265,63,51,57,8.1,"No"
"76",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T048",41.867108,-87.654224,27.1238472874446,12.1368897334265,63,51,57,8.1,"No"
"77",0,2007-06-05,2,"2007","06","22",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T048",41.867108,-87.654224,27.1238472874446,12.1368897334265,63,51,57,8.1,"No"
"78",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T152",41.846075,-87.716277,24.4352206540771,7.3148352936141,63,51,57,8.1,"No"
"79",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T154",41.918705,-87.752329,17.1996253762669,14.7726782140342,63,51,57,8.1,"No"
"80",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T158",41.682587,-87.707973,39.4687434827052,12.0788978420017,63,51,57,8.1,"No"
"81",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T158",41.682587,-87.707973,39.4687434827052,12.0788978420017,63,51,57,8.1,"No"
"82",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T162",41.725517,-87.614258,39.9782882167102,13.2730074282999,63,51,57,8.1,"No"
"83",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T094",41.720848,-87.666014,37.7011699991629,10.1780522347917,63,51,57,8.1,"No"
"84",0,2007-06-05,2,"2007","06","22",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T096",41.731922,-87.677512,36.142510980176,8.63128135590894,63,51,57,8.1,"No"
"85",0,2007-06-05,2,"2007","06","22",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T096",41.731922,-87.677512,36.142510980176,8.63128135590894,63,51,57,8.1,"No"
"86",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T002",41.95469,-87.800991,11.8106074555342,19.2126000337684,92,70,81,7.1,"No"
"87",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T002",41.95469,-87.800991,11.8106074555342,19.2126000337684,92,70,81,7.1,"No"
"88",0,2007-06-26,1,"2007","06","25",0,0,0,0,1,0,0,0,"CULEX SALINARIUS","T002",41.95469,-87.800991,11.8106074555342,19.2126000337684,92,70,81,7.1,"No"
"89",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T007",41.994991,-87.769279,13.5451289950917,23.308794459989,92,70,81,7.1,"No"
"90",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T007",41.994991,-87.769279,13.5451289950917,23.308794459989,92,70,81,7.1,"No"
"91",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T015",41.974089,-87.824812,9.24988248153278,21.7903107867677,92,70,81,7.1,"No"
"92",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T151",41.916265,-87.800515,14.039591516947,15.0486971713172,92,70,81,7.1,"No"
"93",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T151",41.916265,-87.800515,14.039591516947,15.0486971713172,92,70,81,7.1,"No"
"94",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T148",42.01743,-87.687769,20.4382081361644,26.306589142602,92,70,81,7.1,"No"
"95",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T148",42.01743,-87.687769,20.4382081361644,26.306589142602,92,70,81,7.1,"No"
"96",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T220",41.963976,-87.69181,20.2558136026794,20.4307124960304,92,70,81,7.1,"No"
"97",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T001",41.953705,-87.733974,17.1008001611006,18.7285412510992,92,70,81,7.1,"No"
"98",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T003",41.964242,-87.757639,14.9101091849907,19.8473132262492,92,70,81,7.1,"No"
"99",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T006",41.990284,-87.797127,11.2538483371719,23.046242199032,92,70,81,7.1,"No"
"100",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T006",41.990284,-87.797127,11.2538483371719,23.046242199032,92,70,81,7.1,"No"
"101",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T008",42.008314,-87.777921,12.9141374319104,24.8409082164857,92,70,81,7.1,"No"
"102",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T012",41.991429,-87.747113,15.3845548760651,22.8718375192128,92,70,81,7.1,"No"
"103",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T028",41.986921,-87.689778,20.1438432608027,22.9531511560862,92,70,81,7.1,"No"
"104",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T037",41.921177,-87.79518,14.0604698530491,15.4679064530168,92,70,81,7.1,"No"
"105",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T143",41.999129,-87.795585,11.3776737408646,23.9987416942197,92,70,81,7.1,"No"
"106",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T143",41.999129,-87.795585,11.3776737408646,23.9987416942197,92,70,81,7.1,"No"
"107",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T016",42.011601,-87.811506,10.2187433118126,25.5932125916313,92,70,81,7.1,"No"
"108",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T016",42.011601,-87.811506,10.2187433118126,25.5932125916313,92,70,81,7.1,"No"
"109",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T011",41.944869,-87.832763,9.99845436366389,18.9101690877802,92,70,81,7.1,"No"
"110",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T011",41.944869,-87.832763,9.99845436366389,18.9101690877802,92,70,81,7.1,"No"
"111",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T028",41.986921,-87.689778,20.1438432608027,22.9531511560862,92,70,81,7.1,"No"
"112",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T146",41.958271,-87.702575,19.5026460705565,19.6098698378421,92,70,81,7.1,"No"
"113",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T141",41.961743,-87.76007,14.7818662969529,19.5750539217777,92,70,81,7.1,"No"
"114",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T025",41.979243,-87.750938,15.166172993523,21.5118924243507,92,70,81,7.1,"No"
"115",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T142",41.953067,-87.776792,13.7447496948767,18.7110212101271,92,70,81,7.1,"No"
"116",0,2007-06-26,1,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T141",41.961743,-87.76007,14.7818662969529,19.5750539217777,92,70,81,7.1,"No"
"117",0,2007-06-26,1,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T150",42.006858,-87.675919,21.308020612636,25.3811680096319,92,70,81,7.1,"No"
"118",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T046",41.891118,-87.654491,25.7977182147396,14.2242419411088,91,73,82,8.1,"No"
"119",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T046",41.891118,-87.654491,25.7977182147396,14.2242419411088,91,73,82,8.1,"No"
"120",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T090",41.868077,-87.666901,26.1775055858302,11.5460234829149,91,73,82,8.1,"No"
"121",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T033",41.906638,-87.701431,21.5478152677973,14.0688671144351,91,73,82,8.1,"No"
"122",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,91,73,82,8.1,"No"
"123",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T090",41.868077,-87.666901,26.1775055858302,11.5460234829149,91,73,82,8.1,"No"
"124",0,2007-06-26,2,"2007","06","25",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,91,73,82,8.1,"No"
"125",0,2007-06-26,2,"2007","06","25",0,1,0,0,0,0,0,0,"CULEX PIPIENS","T090",41.868077,-87.666901,26.1775055858302,11.5460234829149,91,73,82,8.1,"No"
"126",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T019",41.94983,-87.698457,20.052014670039,18.7698317186556,91,73,82,8.1,"No"
"127",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T135",41.662014,-87.724608,40.9001755862756,13.9884339985527,91,73,82,8.1,"No"
"128",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T145",41.878114,-87.629798,28.2790732962786,14.4181919731646,91,73,82,8.1,"No"
"129",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T129",41.891126,-87.61156,29.0187002890233,16.5110633882888,91,73,82,8.1,"No"
"130",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T147",41.932094,-87.700117,20.5091532476875,16.8223782155168,91,73,82,8.1,"No"
"131",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T033",41.906638,-87.701431,21.5478152677973,14.0688671144351,91,73,82,8.1,"No"
"132",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T045",41.9216,-87.666455,23.5290606570813,16.6783790388524,91,73,82,8.1,"No"
"133",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T045",41.9216,-87.666455,23.5290606570813,16.6783790388524,91,73,82,8.1,"No"
"134",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T158",41.682587,-87.707973,39.4687434827052,12.0788978420017,91,73,82,8.1,"No"
"135",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T158",41.682587,-87.707973,39.4687434827052,12.0788978420017,91,73,82,8.1,"No"
"136",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T048",41.867108,-87.654224,27.1238472874446,12.1368897334265,91,73,82,8.1,"No"
"137",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T049",41.896282,-87.655232,25.488989623505,14.6668885444995,91,73,82,8.1,"No"
"138",0,2007-06-26,2,"2007","06","25",0,0,0,1,0,0,0,0,"CULEX RESTUANS","T050",41.919343,-87.694259,21.4831807775125,15.596706110193,91,73,82,8.1,"No"
"139",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T086",41.688324,-87.676709,40.2148248205613,12.5436306767541,91,73,82,8.1,"No"
"140",0,2007-06-26,2,"2007","06","25",0,0,1,0,0,0,0,0,"CULEX PIPIENS/RESTUANS","T086",41.688324,-87.676709,40.2148248205613,12.5436306767541,91,73,82,8.1,"No"
